image_id,healthy,multiple_diseases,rust,scab
Train_33,0.7710591,0.007826359,0.0009551471,0.22015935
Train_34,0.0044896067,0.0033231075,0.991629,0.0005582726
Train_35,0.00076204544,0.0064709345,0.99211955,0.0006474468
Train_36,0.004610735,0.5120897,0.387282,0.09601749
Train_37,0.0033396883,0.00822735,0.9865117,0.0019212036
Train_38,0.0009570928,0.0068713967,0.9897091,0.002462465
Train_39,0.0015211768,0.00557704,0.9920185,0.0008832379
Train_40,0.015603229,0.001707816,0.0006024632,0.98208654
Train_41,0.0027605935,0.009147875,0.00040459834,0.98768693
Train_42,0.009581597,0.016271465,0.044098258,0.9300487
Train_43,0.78594375,0.08780121,0.00758895,0.118666075
Train_44,0.009311789,0.011579925,0.0016587762,0.97744954
Train_45,0.0021591827,0.022898598,0.9723637,0.0025785805
Train_46,0.98558503,0.0014949263,0.0003052331,0.012614771
Train_47,0.0015805486,0.0053421743,0.99269533,0.00038203306
Train_48,0.005272733,0.0028248606,0.00031317538,0.99158925
Train_49,0.0030630424,0.061317988,0.05009484,0.8855241
Train_50,0.0048315083,0.02195605,0.9715665,0.0016458568
Train_51,0.003955961,0.021173086,0.0006755931,0.97419536
Train_52,0.008994847,0.3254122,0.11891888,0.5466741
Train_53,0.97571313,0.0030533955,0.018800367,0.002433068
Train_54,0.9910778,0.0010581702,0.001860921,0.0060031703
Train_55,0.9843879,0.0030190381,0.004339969,0.008253068
Train_56,0.5530871,0.13593625,0.020590333,0.29038638
Train_57,0.0021946018,0.0023523497,0.995269,0.00018407665
Train_58,0.0126552,0.0034868694,0.9834366,0.00042137902
Train_59,0.0032528758,0.005878001,0.98766834,0.0032007138
Train_60,0.03909215,0.0075277197,0.95291066,0.0004694924
Train_61,0.019091917,0.0013863187,0.00077895366,0.97874284
Train_62,0.055634968,0.488066,0.31754982,0.13874917
Train_63,0.8405583,0.009503808,0.0067580277,0.14317986
Train_64,0.0014423578,0.0053844443,0.9917195,0.0014536676
Train_65,0.0065247985,0.0055273236,0.00021794697,0.98772997
Train_66,0.9909328,0.0018033391,0.0012660559,0.0059977253
Train_67,0.990906,0.001051295,0.0006990405,0.0073436564
Train_68,0.9919275,0.0014319987,0.0020240066,0.0046164803
Train_69,0.001867928,0.0116051,0.9853447,0.0011822484
Train_70,0.95418155,0.013266627,0.0072674323,0.025284385
Train_71,0.0063962517,0.033348557,0.95693403,0.0033211824
Train_72,0.9847052,0.0040308256,0.0024419834,0.008822034
Train_73,0.005526725,0.0032550883,0.00091288245,0.9903053
Train_74,0.0052008843,0.4215413,0.18255211,0.39070573
Train_75,0.03159591,0.24758172,0.67486554,0.04595683
Train_76,0.0029445451,0.0064893644,0.0008045272,0.98976153
Train_77,0.90088916,0.0686458,0.005831885,0.02463318
Train_78,0.0054020807,0.015406922,0.00016050959,0.97903043
Train_79,0.0057969745,0.18491219,0.087454736,0.7218361
Train_80,0.0074004643,0.0053144568,0.00016154884,0.9871235
Train_81,0.002132142,0.0050161327,0.9924615,0.00039021013
Train_82,0.0027616424,0.012921032,0.98252016,0.0017971165
Train_83,0.0071544265,0.003184112,0.0006339163,0.9890275
Train_84,0.018188285,0.0028368533,9.56259e-05,0.9788792
Train_85,0.0010809039,0.0070622093,0.0007828269,0.991074
Train_86,0.9704725,0.00079408835,0.0058654286,0.022867974
Train_87,0.00282651,0.008274886,0.98758453,0.0013140632
Train_88,0.988865,0.001349056,0.0065915966,0.003194335
Train_89,0.0017889543,0.026423741,0.96465856,0.0071287816
Train_90,0.97654986,0.0017403429,0.00041958585,0.02129022
Train_91,0.26413304,0.048936848,0.021116348,0.6658138
Train_92,0.002934265,0.0042326287,0.9921687,0.0006644111
Train_93,0.017884362,0.01749314,0.95612156,0.0085009895
Train_94,0.9915386,0.0026952128,0.001843194,0.0039229705
Train_95,0.0022348089,0.0058775884,0.9913174,0.00057023857
Train_96,0.011154321,0.0051878346,0.9831646,0.0004932788
Train_97,0.009355005,0.073690504,0.9135909,0.003363693
Train_98,0.014256614,0.010191493,0.9747911,0.0007608223
Train_99,0.98297817,0.0074421703,0.00480703,0.0047725425
Train_100,0.9081458,0.017048601,0.00092315,0.07388251
Train_101,0.030179491,0.09649476,0.005452791,0.86787295
Train_102,0.004286292,0.004138403,0.9905351,0.0010401612
Train_103,0.977261,0.004018121,0.0025937543,0.016127106
Train_104,0.91635865,0.06125193,0.007979628,0.014409787
Train_105,0.82355255,0.07624566,0.07805121,0.02215068
Train_106,0.043206412,0.47291726,0.18744397,0.29643235
Train_107,0.0031735986,0.007920544,0.0008384279,0.9880674
Train_108,0.0015982222,0.006857999,0.99066436,0.0008794926
Train_109,0.0010534085,0.060497597,0.9099731,0.028475968
Train_110,0.0047027334,0.03037738,0.00052767457,0.96439224
Train_111,0.2689694,0.037682768,0.00092590885,0.6924219
Train_112,0.0403936,0.008499539,0.00041019224,0.95069665
Train_113,0.0040932903,0.72972536,0.072342575,0.19383879
Train_114,0.003717208,0.0018427179,0.9942188,0.00022132805
Train_115,0.0017158787,0.003600983,0.9942292,0.000453891
Train_116,0.00724347,0.0048940326,0.00021877252,0.9876437
Train_117,0.00095843006,0.045918178,0.94855,0.0045733564
Train_118,0.008403146,0.008617418,0.98218334,0.0007960329
Train_119,0.027283382,0.004541059,0.000108970184,0.96806663
Train_120,0.009246665,0.013945732,0.976359,0.00044855362
Train_121,0.0034172456,0.0038068038,0.99219745,0.00057855295
Train_122,0.0041843057,0.04688642,0.9384211,0.010508173
Train_123,0.96895516,0.0035260294,0.0003109208,0.027207885
Train_124,0.001156201,0.0068536326,0.9905043,0.0014857124
Train_125,0.028150901,0.012353698,0.0008764729,0.95861894
Train_126,0.0064002885,0.0034097438,0.9899485,0.00024148526
Train_127,0.6086833,0.001983881,0.0003500009,0.3889828
Train_128,0.004645046,0.06075276,0.9280232,0.006578988
Train_129,0.016156318,0.0043195803,0.97846687,0.0010572885
Train_130,0.10750874,0.030102286,0.0010292057,0.8613598
Train_131,0.0017110705,0.049049467,0.9336696,0.015569792
Train_132,0.0016553715,0.0055142962,0.99199194,0.0008384707
Train_133,0.037780058,0.016414504,0.9437333,0.0020721718
Train_134,0.9719623,0.007128348,0.0031080062,0.017801354
Train_135,0.9776807,0.00874309,0.012219767,0.0013564285
Train_136,0.99272585,0.0013154208,0.00059309835,0.005365609
Train_137,0.98560333,0.005117033,0.0021744713,0.00710516
Train_138,0.54939085,0.0786268,0.005029761,0.36695263
Train_139,0.0067558014,0.0053308196,0.98526037,0.0026529746
Train_140,0.0017268476,0.20653734,0.0045665903,0.7871692
Train_141,0.0011324973,0.003673838,0.99462754,0.00056620385
Train_142,0.007138271,0.0030721866,7.754792e-05,0.989712
Train_143,0.08716641,0.045525473,0.0026215753,0.86468655
Train_144,0.9879418,0.0016778688,0.0021558597,0.008224431
Train_145,0.037263557,0.007179486,0.0009241071,0.9546329
Train_146,0.9744804,0.008627368,0.0014352504,0.015457002
Train_147,0.004181195,0.012249269,0.0037476344,0.9798219
Train_148,0.0032634763,0.003546655,0.9929085,0.000281388
Train_149,0.003960524,0.005941064,0.0016094933,0.988489
Train_150,0.003368803,0.0014314741,0.00031226463,0.99488753
Train_151,0.9763762,0.0042144624,0.002200439,0.01720891
Train_152,0.0038968902,0.0027669042,0.00010004696,0.9932361
Train_153,0.0023138523,0.0066412203,0.000629375,0.9904156
Train_154,0.006613995,0.0017969307,8.0490696e-05,0.9915086
Train_155,0.007347153,0.0079708565,0.0010163219,0.98366565
Train_156,0.00075995433,0.041769773,0.9463358,0.0111345295
Train_157,0.011686906,0.004288735,0.98201317,0.002011133
Train_158,0.018446015,0.017295208,0.00052864355,0.96373016
Train_159,0.00067495817,0.08253024,0.8775081,0.039286695
Train_160,0.005955093,0.003424773,0.00070500304,0.98991513
Train_161,0.0036223806,0.0019950129,0.00022419111,0.9941584
Train_162,0.96483463,0.0017700766,0.00014039384,0.033254873
Train_163,0.018408708,0.005747953,0.0020226592,0.9738207
Train_164,0.0015900417,0.002618134,0.9953061,0.0004857131
Train_165,0.005649515,0.017197968,0.9765341,0.00061832205
Train_166,0.029825713,0.0054877726,0.00072451064,0.9639621
Train_167,0.99136424,0.00084547565,0.0004912258,0.0072989906
Train_168,0.0042881337,0.022357956,0.0006063563,0.9727475
Train_169,0.0058079553,0.026704999,0.0011688848,0.9663182
Train_170,0.0013943656,0.1785163,0.78746444,0.03262497
Train_171,0.04297354,0.25021344,0.6909545,0.015858494
Train_172,0.002743809,0.0030848524,0.000913964,0.9932574
Train_173,0.0058256397,0.0033998939,0.0013965808,0.9893779
Train_174,0.9904558,0.0031647328,0.0038866266,0.0024926888
Train_175,0.96212155,0.010807487,0.0007705436,0.02630047
Train_176,0.015300529,0.0063883085,0.0007746169,0.97753656
Train_177,0.038495228,0.033783678,0.0242682,0.9034529
Train_178,0.0014109509,0.0063366615,0.99199474,0.00025771148
Train_179,0.9589872,0.0010946668,0.0015825287,0.03833562
Train_180,0.146324,0.6122691,0.123389766,0.118017204
Train_181,0.0012331957,0.059352618,0.91291404,0.026500186
Train_182,0.048120387,0.49400482,0.054087423,0.40378734
Train_183,0.006002817,0.00695188,0.9864938,0.0005513711
Train_184,0.0030182581,0.00593558,0.990612,0.00043426972
Train_185,0.0039061385,0.03937907,0.016854456,0.93986034
Train_186,0.02322305,0.0026904112,0.00031725666,0.9737693
Train_187,0.20191579,0.030207973,0.6684321,0.09944417
Train_188,0.0014228604,0.22812761,0.73951364,0.03093588
Train_189,0.2672759,0.4787042,0.08111426,0.1729056
Train_190,0.0065202713,0.1495057,0.025038857,0.8189351
Train_191,0.00391046,0.0039752126,0.0003031086,0.99181116
Train_192,0.0025450715,0.016575394,0.0126796095,0.9681999
Train_193,0.0018408425,0.0042634704,0.9931753,0.0007202872
Train_194,0.005447951,0.0037749165,0.9904398,0.00033736118
Train_195,0.7681029,0.066661015,0.011090598,0.15414548
Train_196,0.0018056789,0.4434214,0.071378104,0.48339486
Train_197,0.010755678,0.01963602,0.00063851086,0.9689698
Train_198,0.9894572,0.0013949682,0.0007273259,0.008420538
Train_199,0.9847659,0.0020208387,0.0005950415,0.012618232
Train_200,0.10103081,0.09066275,0.03497631,0.7733301
Train_201,0.9851815,0.0019528624,0.001133626,0.011731927
Train_202,0.025840173,0.041498747,0.93122935,0.001431663
Train_203,0.007412714,0.03778325,0.00083482184,0.9539692
Train_204,0.010970032,0.0033258155,0.00021441665,0.9854897
Train_205,0.07365771,0.024636213,0.90043044,0.0012756058
Train_206,0.0011264556,0.051101148,0.94236785,0.0054045664
Train_207,0.012829434,0.019465333,0.0010769002,0.9666284
Train_208,0.0014849893,0.0061294264,0.9911696,0.0012160542
Train_209,0.001546835,0.0061833397,0.0016612472,0.9906086
Train_210,0.0070381714,0.0026484444,0.000101570484,0.9902118
Train_211,0.0030247078,0.008032047,0.0002602069,0.98868304
Train_212,0.0061881193,0.0032567175,0.9901776,0.00037764496
Train_213,0.9860589,0.0007841146,0.006459194,0.006697773
Train_214,0.0053787003,0.0037628103,0.00033292535,0.9905255
Train_215,0.9852749,0.003089576,0.0018489882,0.00978647
Train_216,0.0016646961,0.0022339602,0.00012950771,0.99597186
Train_217,0.0062869666,0.012987482,0.0005896941,0.9801358
Train_218,0.01235442,0.018061548,0.9692515,0.00033249852
Train_219,0.9884093,0.00075324584,0.00030964782,0.010527764
Train_220,0.98278123,0.0015313715,0.00044893957,0.0152384695
Train_221,0.7892254,0.046948485,0.0054835756,0.15834258
Train_222,0.0013872572,0.00766587,0.00034129797,0.99060553
Train_223,0.002549592,0.006216199,0.9901254,0.0011088512
Train_224,0.9452022,0.00082995737,0.000636673,0.05333124
Train_225,0.004832459,0.023234919,0.97047913,0.0014535551
Train_226,0.002830586,0.0062805824,0.99044096,0.0004478904
Train_227,0.98837835,0.0014855884,0.0010920028,0.0090440735
Train_228,0.003933263,0.009610385,0.98545766,0.0009986949
Train_229,0.0031776465,0.006939066,0.00044376025,0.98943955
Train_230,0.0063895774,0.004242336,0.00039280628,0.9889753
Train_231,0.003997582,0.22513172,0.13519223,0.63567847
Train_232,0.009702672,0.0017609915,0.00012480876,0.9884115
Train_233,0.067763455,0.058686562,0.8712495,0.002300487
Train_234,0.14076565,0.63312733,0.042744856,0.1833621
Train_235,0.0039582383,0.0014789825,0.00021018706,0.9943526
Train_236,0.0024813893,0.0077832993,0.9895181,0.00021715887
Train_237,0.035955273,0.7531638,0.02030126,0.19057965
Train_238,0.5896115,0.18007189,0.22272371,0.0075928573
Train_239,0.0071318275,0.0038087121,0.00040683002,0.98865265
Train_240,0.0010822824,0.019761795,0.97800076,0.0011551349
Train_241,0.0011989936,0.014156933,0.98243296,0.0022110888
Train_242,0.03215768,0.0037730578,0.00025531257,0.96381396
Train_243,0.07086944,0.002219578,0.00043591813,0.92647505
Train_244,0.0025195684,0.0042429296,0.99305975,0.00017780541
Train_245,0.7152877,0.1406055,0.014838515,0.12926833
Train_246,0.9890171,0.002870876,0.00092154136,0.0071904846
Train_247,0.9854757,0.004108084,0.00071427313,0.009701853
Train_248,0.99278146,0.0015151872,0.001024722,0.004678734
Train_249,0.96890175,0.0017109178,0.0031194533,0.02626789
Train_250,0.004397202,0.48419183,0.035871148,0.47553986
Train_251,0.002726593,0.01249302,0.00058964355,0.98419076
Train_252,0.036747117,0.0049157445,0.00024191482,0.9580952
Train_253,0.052185573,0.00753032,0.00061913225,0.93966496
Train_254,0.02675577,0.025858557,0.94503564,0.0023500745
Train_255,0.26131585,0.0033375993,0.0002146575,0.7351319
Train_256,0.028821118,0.018879302,0.0010735295,0.9512261
Train_257,0.99084306,0.0018494363,0.0018488342,0.0054586376
Train_258,0.064566955,0.047052573,0.0028108538,0.88556963
Train_259,0.079380095,0.03283803,0.88381064,0.003971301
Train_260,0.052529804,0.002779871,0.00023109511,0.94445926
Train_261,0.95213044,0.008965848,0.0017517076,0.037152104
Train_262,0.21923421,0.058838945,0.011924567,0.7100023
Train_263,0.9692394,0.018935481,0.0033706422,0.008454569
Train_264,0.9749576,0.0069553615,0.00812551,0.009961685
Train_265,0.9767113,0.00068031787,0.00017240625,0.022435911
Train_266,0.98518467,0.0049731634,0.0057062386,0.004136005
Train_267,0.024914483,0.0051074754,0.00030882214,0.96966916
Train_268,0.0076629827,0.0044323364,0.00033416616,0.9875706
Train_269,0.002693784,0.011264452,0.9847408,0.0013009411
Train_270,0.004029108,0.011769884,0.0012267461,0.9829743
Train_271,0.9919897,0.0010250304,0.0015052157,0.0054800115
Train_272,0.023214672,0.0049956623,0.0003758354,0.9714138
Train_273,0.9842398,0.0038642094,0.00970806,0.0021880267
Train_274,0.008097722,0.0030467545,0.9878357,0.0010197738
Train_275,0.0011068458,0.021614842,0.96930075,0.007977513
Train_276,0.0008575897,0.0076941503,0.0008770281,0.99057126
Train_277,0.0010073835,0.02069348,0.9761415,0.0021576635
Train_278,0.86549014,0.022188483,0.09525032,0.017071025
Train_279,0.0013658204,0.008414828,0.989626,0.0005933759
Train_280,0.013037913,0.002105974,0.00043421617,0.98442185
Train_281,0.01337607,0.118904024,0.006093644,0.86162627
Train_282,0.98665005,0.0022358967,0.0005634316,0.010550725
Train_283,0.023495007,0.009218911,0.007640093,0.959646
Train_284,0.033044815,0.45819885,0.45749322,0.051263083
Train_285,0.023800401,0.007073337,0.9685894,0.0005369208
Train_286,0.030967178,0.016032774,0.9521944,0.0008057094
Train_287,0.98022765,0.0028059199,0.0011193381,0.015846979
Train_288,0.021837177,0.0063947476,0.9707079,0.0010602266
Train_289,0.0028224948,0.0037200744,0.9918156,0.001641741
Train_290,0.023798013,0.005959488,0.00034759872,0.9698948
Train_291,0.9950435,0.0012236005,0.0010152739,0.0027176836
Train_292,0.021056423,0.0027195537,0.000118020536,0.976106
Train_293,0.17291245,0.0034082904,9.749422e-05,0.8235818
Train_294,0.0024007896,0.13321531,0.81740314,0.04698074
Train_295,0.98189247,0.0021560758,0.012943348,0.0030081386
Train_296,0.0015965333,0.0034481452,0.00066601444,0.9942893
Train_297,0.0050577256,0.007314874,0.00066594296,0.9869615
Train_298,0.5428333,0.2220157,0.07862604,0.15652496
Train_299,0.0025328714,0.0022115863,0.9949368,0.00031866954
Train_300,0.99029374,0.0007823553,0.0050171185,0.003906807
Train_301,0.0021737437,0.009044038,0.9870487,0.0017335793
Train_302,0.0018195228,0.021035803,0.9683945,0.008750079
Train_303,0.98795754,0.001227846,0.00030676805,0.010507931
Train_304,0.9819742,0.0011798099,0.0005041492,0.016341718
Train_305,0.030680297,0.020536521,0.001724042,0.9470592
Train_306,0.0040304223,0.012808877,0.9826523,0.00050837995
Train_307,0.8698665,0.01524222,0.0017277859,0.11316351
Train_308,0.22389598,0.48827457,0.19902584,0.08880356
Train_309,0.07613661,0.12573324,0.008365097,0.78976506
Train_310,0.01293264,0.0027830887,0.00031756345,0.98396665
Train_311,0.9686082,0.0057810824,0.0015520122,0.02405874
Train_312,0.009720183,0.0011601041,0.00027479834,0.98884493
Train_313,0.00343764,0.06848339,0.8936217,0.034457304
Train_314,0.0021076465,0.020267813,0.97515213,0.0024723425
Train_315,0.0010369173,0.05097117,0.0022963346,0.9456956
Train_316,0.014254386,0.008906276,0.0004800454,0.9763593
Train_317,0.9166955,0.012485797,0.0007828669,0.07003577
Train_318,0.0023210985,0.0069824634,0.98819613,0.0025003303
Train_319,0.002129906,0.009779519,0.000227831,0.9878627
Train_320,0.97565275,0.0062294207,0.0016921365,0.016425708
Train_321,0.0019968394,0.0070509026,0.98889345,0.0020588522
Train_322,0.00087703107,0.013907667,0.9839716,0.0012437527
Train_323,0.0036488203,0.01379605,0.9811203,0.0014348624
Train_324,0.1309334,0.021530885,0.0002219726,0.84731376
Train_325,0.007662571,0.003358385,0.00064657227,0.98833245
Train_326,0.004831208,0.10185575,0.009589921,0.8837232
Train_327,0.0023955659,0.0033874786,0.99372214,0.0004948046
Train_328,0.0023764297,0.008149388,0.98840404,0.0010700928
Train_329,0.9646013,0.0040799524,0.014821495,0.016497275
Train_330,0.97504836,0.0020189902,0.00034059572,0.022592055
Train_331,0.002758427,0.00231283,0.99437296,0.0005557211
Train_332,0.005093632,0.002584521,0.00011803382,0.99220383
Train_333,0.0022256407,0.003060119,0.9943203,0.00039401205
Train_334,0.0073684715,0.0029703462,0.9891321,0.0005291252
Train_335,0.9352675,0.0035024367,0.0019727114,0.05925735
Train_336,0.72236115,0.18777066,0.061030813,0.02883739
Train_337,0.9929715,0.0014762018,0.00074003026,0.004812318
Train_338,0.0013051224,0.08153444,0.90299064,0.014169841
Train_339,0.9833983,0.004932516,0.006084899,0.005584291
Train_340,0.0048472728,0.015099389,0.97847635,0.0015770737
Train_341,0.0071974825,0.0024213584,0.9896309,0.0007503465
Train_342,0.054123566,0.08835525,0.8452277,0.0122934235
Train_343,0.0030655628,0.018228708,0.00053470995,0.97817105
Train_344,0.002505309,0.006601532,0.98981875,0.0010743227
Train_345,0.0020771013,0.0016796216,0.9957948,0.00044850694
Train_346,0.0032530234,0.0028931967,0.99365014,0.00020360063
Train_347,0.0010728106,0.014484488,0.98184615,0.0025964763
Train_348,0.9864304,0.002261376,0.0010220045,0.0102862725
Train_349,0.0030527473,0.041983023,0.009358697,0.9456056
Train_350,0.004195363,0.0022676382,0.99314475,0.00039223515
Train_351,0.0007664456,0.0050259503,0.9931677,0.0010399977
Train_352,0.13188478,0.002502358,0.00013442185,0.8654784
Train_353,0.004167932,0.011115377,0.0010047926,0.9837119
Train_354,0.0016437074,0.02479866,0.0020117501,0.9715459
Train_355,0.010076271,0.02037182,0.0012846645,0.9682672
Train_356,0.98117363,0.002483809,0.00082280295,0.015519684
Train_357,0.9864579,0.0012842941,0.00035374094,0.011904191
Train_358,0.0037819718,0.0043397443,0.00013558952,0.9917427
Train_359,0.9340944,0.046227667,0.0076823435,0.011995571
Train_360,0.9916155,0.0009368744,0.0016019061,0.00584574
Train_361,0.020098308,0.0048892554,0.00089975673,0.97411263
Train_362,0.004744378,0.0013732647,6.683146e-05,0.99381554
Train_363,0.034050513,0.029850462,0.0035183677,0.9325807
Train_364,0.0068889037,0.0025657897,6.129993e-05,0.990484
Train_365,0.99193066,0.0006652027,0.0022452625,0.0051587285
Train_366,0.51021683,0.38504213,0.07692448,0.027816541
Train_367,0.9708437,0.008241526,0.016460894,0.004453935
Train_368,0.009297748,0.0042804857,0.9861063,0.00031554615
Train_369,0.0015778957,0.00295879,0.9943164,0.0011468558
Train_370,0.0029124268,0.06035018,0.0014641341,0.93527323
Train_371,0.016320804,0.010368532,0.9724885,0.00082216796
Train_372,0.0062810965,0.0071106236,0.0007070631,0.9859013
Train_373,0.9662787,0.019668119,0.0076088,0.0064443643
Train_374,0.0037644906,0.0031167646,0.00011646231,0.99300224
Train_375,0.9756167,0.0007046218,0.00029038306,0.02338827
Train_376,0.94678664,0.008375446,0.0013180384,0.043519877
Train_377,0.0030101172,0.0038099505,0.00031421136,0.9928657
Train_378,0.93787384,0.03197297,0.011817539,0.01833578
Train_379,0.009301612,0.010437687,0.0007218967,0.97953886
Train_380,0.99123466,0.0009747968,0.0017852248,0.006005297
Train_381,0.9031569,0.025266219,0.0008106286,0.070766255
Train_382,0.009969636,0.0035606425,0.00019141231,0.98627836
Train_383,0.9198973,0.010744581,0.0031099087,0.066248186
Train_384,0.0032355706,0.0081295045,0.98805374,0.0005811945
Train_385,0.004557292,0.006691146,0.98835516,0.00039649173
Train_386,0.0017723775,0.00907574,0.9886221,0.00052969967
Train_387,0.008555079,0.009752227,0.9807802,0.00091254915
Train_388,0.021946993,0.013999552,0.00053306896,0.9635204
Train_389,0.9594485,0.0022683737,0.00023507237,0.038047988
Train_390,0.0040626074,0.010879247,0.9834395,0.0016186496
Train_391,0.0029406066,0.6161346,0.32503197,0.05589284
Train_392,0.9880739,0.0010724652,0.005928615,0.004925076
Train_393,0.97858435,0.002484283,0.0045069624,0.014424377
Train_394,0.0018518447,0.007705105,0.98909515,0.0013479983
Train_395,0.27300683,0.233578,0.4896697,0.0037454923
Train_396,0.0025445449,0.0050424747,0.0002128651,0.9922001
Train_397,0.90929765,0.0015027575,0.00021430811,0.08898536
Train_398,0.0170962,0.014581328,0.0003356881,0.96798676
Train_399,0.0039897175,0.528027,0.37681338,0.09116988
Train_400,0.014767859,0.0068727476,0.0001773789,0.978182
Train_401,0.0059448276,0.004507563,0.00069790066,0.9888497
Train_402,0.037344214,0.0058224103,0.95641327,0.00042010366
Train_403,0.00061178626,0.011562478,0.9802832,0.007542544
Train_404,0.97038424,0.00280297,0.001492174,0.025320588
Train_405,0.97092503,0.0058762003,0.0006103505,0.022588454
Train_406,0.9516055,0.0012188026,0.00032543877,0.046850275
Train_407,0.9690146,0.008985017,0.01040762,0.011592741
Train_408,0.02715265,0.007233612,0.9650212,0.0005925127
Train_409,0.0020237807,0.0026247802,0.00011264321,0.9952388
Train_410,0.0012435723,0.010377498,0.9870481,0.0013308137
Train_411,0.0013059366,0.008308504,0.98873806,0.0016475541
Train_412,0.922864,0.035633415,0.024846734,0.016655747
Train_413,0.0030638352,0.012011633,0.9835384,0.0013860982
Train_414,0.07503399,0.0028910744,0.00075149414,0.9213235
Train_415,0.98560125,0.00051273993,0.00026180304,0.013624222
Train_416,0.025483597,0.008984681,0.9651464,0.00038535852
Train_417,0.9853253,0.0021690358,0.0005176154,0.011988029
Train_418,0.16056776,0.108216584,0.72488445,0.0063312156
Train_419,0.008064838,0.036277413,0.0026220928,0.9530356
Train_420,0.9766692,0.012507739,0.0040101614,0.0068128933
Train_421,0.98385483,0.004421085,0.0072744456,0.004449707
Train_422,0.001600167,0.010253671,0.9849858,0.00316037
Train_423,0.0060792933,0.007810618,0.0007788106,0.9853313
Train_424,0.008016903,0.0010873714,0.00022545517,0.9906703
Train_425,0.9883835,0.0031465504,0.0063559003,0.0021141334
Train_426,0.004303092,0.0052996264,0.98908323,0.0013139381
Train_427,0.98694336,0.0029239026,0.0005441015,0.009588539
Train_428,0.4758711,0.17600381,0.33210734,0.016017752
Train_429,0.011516722,0.14788313,0.2709333,0.5696668
Train_430,0.32503262,0.18007922,0.486227,0.008661183
Train_431,0.0034913323,0.0021763656,8.382654e-05,0.9942485
Train_432,0.9861223,0.0010669744,0.0026728373,0.010137955
Train_433,0.9777044,0.002838448,0.0016628559,0.017794304
Train_434,0.17659467,0.025173243,0.7965671,0.0016650141
Train_435,0.0034466824,0.014666501,0.98059535,0.0012914408
Train_436,0.0020180454,0.5652175,0.3626695,0.07009489
Train_437,0.42460048,0.006894866,0.002645009,0.5658597
Train_438,0.9839153,0.0011855925,0.0002301238,0.014669042
Train_439,0.98820704,0.0012483746,0.00084876263,0.009695842
Train_440,0.036247242,0.016804924,0.94597465,0.00097322813
Train_441,0.0012086382,0.016864408,0.97862816,0.003298724
Train_442,0.011832092,0.02424014,0.00064598594,0.96328175
Train_443,0.93603814,0.021063041,0.039116587,0.0037822295
Train_444,0.970177,0.0063871555,0.0009928824,0.022443041
Train_445,0.003460516,0.002223777,0.99397284,0.00034292976
Train_446,0.6638088,0.01892171,0.0057148747,0.31155464
Train_447,0.0016202182,0.0032425893,0.9946161,0.00052112114
Train_448,0.9922518,0.0014965404,0.0012390284,0.0050125527
Train_449,0.019284066,0.07128112,0.004571479,0.90486336
Train_450,0.99055123,0.0029727304,0.0028107811,0.0036653278
Train_451,0.5283206,0.16264048,0.29507977,0.013959175
Train_452,0.8020037,0.01770006,0.17737482,0.0029214777
Train_453,0.0014292578,0.0045056962,0.9928806,0.0011844913
Train_454,0.02336344,0.001004253,0.00017521207,0.9754571
Train_455,0.0026968187,0.004610908,0.9920318,0.00066050066
Train_456,0.003051645,0.004447141,0.9920724,0.00042880845
