image_id,healthy,multiple_diseases,rust,scab
Train_41,0.0018938215,0.003462681,0.00024848946,0.994395
Train_42,0.003651031,0.00851418,0.00033985864,0.98749495
Train_43,0.98861814,0.0018720566,0.00046335944,0.009046463
Train_44,0.0018187677,0.005092551,0.00036864445,0.99272
Train_45,0.0013369267,0.027210075,0.9709072,0.00054583006
Train_46,0.96033454,0.0034995142,0.00034297386,0.03582299
Train_47,0.00027794493,0.007154804,0.9923455,0.00022174807
Train_48,0.001694305,0.0034302294,0.00016074863,0.99471474
Train_49,0.0014994545,0.033949167,0.00402634,0.96052504
Train_50,0.0007916825,0.007571587,0.9915304,0.00010633743
Train_51,0.00092171883,0.0081058815,0.00040899872,0.9905634
Train_52,0.0017324985,0.071125835,0.013572956,0.91356874
Train_53,0.98987424,0.004505533,0.0019601067,0.0036600651
Train_54,0.99430156,0.0018188194,0.0013107351,0.0025689343
Train_55,0.994169,0.0012034953,0.0008842849,0.003743234
Train_56,0.18189415,0.011303535,0.00083802466,0.8059643
Train_57,0.00033024853,0.0061453623,0.9933651,0.00015931019
Train_58,0.0010670068,0.0034508768,0.99530315,0.00017897811
Train_59,0.002023941,0.007278033,0.99060404,9.4030875e-05
Train_60,0.0054672076,0.006105977,0.988276,0.00015079172
Train_61,0.0014864602,0.0026671262,0.0002401811,0.9956062
Train_62,0.003591688,0.83522356,0.15005016,0.0111345975
Train_63,0.9907894,0.0025182057,0.0015527757,0.0051395716
Train_64,0.00045815544,0.0037038832,0.995726,0.000111936904
Train_65,0.0010803165,0.0074903597,0.00032977265,0.9910996
Train_66,0.98598874,0.0045901905,0.0014464792,0.007974617
Train_67,0.99571323,0.0009245864,0.00113438,0.002227857
Train_68,0.994454,0.0012133273,0.0010366001,0.0032960668
Train_69,0.00040719556,0.014863181,0.9841518,0.00057780655
Train_70,0.9898144,0.0018579413,0.00051032397,0.007817289
Train_71,0.00053859083,0.006817247,0.99244905,0.00019508916
Train_72,0.9921336,0.002181187,0.0020699431,0.0036152387
Train_73,0.0015432525,0.0060351696,0.00048045884,0.9919411
Train_74,0.0017808742,0.71956265,0.001517572,0.27713886
Train_75,0.0013925359,0.02311337,0.9751879,0.00030616618
Train_76,0.0018710226,0.0051133363,0.0003063099,0.9927093
Train_77,0.9940634,0.0014834611,0.0017179796,0.0027352166
Train_78,0.004919352,0.0022996676,0.00012525794,0.99265575
Train_79,0.004788073,0.030559551,0.001513473,0.96313894
Train_80,0.0011862684,0.0045181015,0.00042761758,0.993868
Train_81,0.00046068963,0.0022171447,0.9971571,0.00016509004
Train_82,0.00047496046,0.003721805,0.9955368,0.00026642918
Train_83,0.0020388456,0.0036608574,0.0002776055,0.9940227
Train_84,0.0018611219,0.0041236533,0.0002597533,0.99375546
Train_85,0.0028550802,0.002423883,0.0003248369,0.9943962
Train_86,0.99437064,0.0012261784,0.0009683772,0.0034347887
Train_87,0.00030841114,0.0051682894,0.9943013,0.0002220093
Train_88,0.9934213,0.001585948,0.0007609723,0.0042318255
Train_89,0.0005637879,0.004489419,0.9947765,0.00017032067
Train_90,0.9939658,0.0015101124,0.0017637586,0.0027603079
Train_91,0.0090475585,0.0031969757,0.000106237225,0.9876492
Train_92,0.0002788206,0.0058956193,0.99357617,0.00024940353
Train_93,0.00057223777,0.0019272484,0.997262,0.00023847629
Train_94,0.9934151,0.0015832715,0.001137559,0.0038640792
Train_95,0.0007596118,0.7494631,0.24805115,0.0017261219
Train_96,0.004741896,0.01112253,0.98400223,0.00013337034
Train_97,0.009025357,0.010925674,0.97990704,0.00014192637
Train_98,0.0074796453,0.010448476,0.98193574,0.00013610587
Train_99,0.99149907,0.0034240035,0.0023785264,0.0026984126
Train_100,0.9897984,0.0024564716,0.0009836096,0.0067615113
Train_101,0.007874675,0.018272147,0.00064618705,0.973207
Train_102,0.00054150977,0.0039045373,0.9954555,9.846759e-05
Train_103,0.99033314,0.0049650343,0.0021141088,0.0025877268
Train_104,0.28390542,0.70480263,0.009360703,0.0019312997
Train_105,0.990132,0.0018381175,0.0005232548,0.007506647
Train_106,0.001698336,0.022464825,0.0013999605,0.9744369
Train_107,0.0020641356,0.00239228,0.00033439125,0.9952092
Train_108,0.00041840927,0.045107104,0.95156896,0.0029055302
Train_109,0.00030344416,0.0040551,0.99546397,0.00017751401
Train_110,0.003456623,0.002367637,0.00015397361,0.9940218
Train_111,0.824367,0.012387136,0.0006081224,0.16263774
Train_112,0.002248926,0.0028118733,0.00026639283,0.9946728
Train_113,0.0057085943,0.88441086,0.07092635,0.038954187
Train_114,0.00074916135,0.0017361805,0.9973445,0.0001701706
Train_115,0.0006670633,0.0018349335,0.99732417,0.0001738045
Train_116,0.0023194498,0.0025904444,0.00022845801,0.9948616
Train_117,0.00034276006,0.009185807,0.99027216,0.00019923144
Train_118,0.00053665077,0.0040762844,0.9951923,0.00019481035
Train_119,0.0026184153,0.0024267014,0.00021889241,0.994736
Train_120,0.0005393463,0.008212777,0.99102783,0.00022004655
Train_121,0.00047145286,0.0061774924,0.99313724,0.0002137909
Train_122,0.0028624476,0.83490443,0.15244128,0.009791879
Train_123,0.99122274,0.0019207387,0.00085226813,0.006004305
Train_124,0.0004725662,0.0038345654,0.99556506,0.00012780093
Train_125,0.0033645649,0.005186821,0.00024948624,0.99119914
Train_126,0.000818099,0.0051976433,0.99389994,8.43088e-05
Train_127,0.28170577,0.001962275,0.00029989536,0.7160321
Train_128,0.0062303147,0.78352696,0.20765947,0.0025832572
Train_129,0.0057105217,0.0077713784,0.9864055,0.0001125585
Train_130,0.00297801,0.01047611,0.0005156583,0.9860302
Train_131,0.00046499536,0.0067407503,0.9926461,0.00014813786
Train_132,0.00029034738,0.0050976383,0.9943824,0.00022959703
Train_133,0.00065132,0.006065331,0.99311453,0.00016882035
Train_134,0.99432147,0.001758648,0.0012564219,0.0026634636
Train_135,0.9865489,0.0060437648,0.0062124105,0.0011949551
Train_136,0.9818153,0.0033626782,0.00046125802,0.014360788
Train_137,0.98196775,0.0052279783,0.0018184166,0.01098587
Train_138,0.2236251,0.005380855,0.0003326536,0.7706614
Train_139,0.00055488804,0.019905023,0.9791559,0.00038419844
Train_140,0.0041321917,0.0023425391,0.00013540707,0.99338984
Train_141,0.0002856904,0.0069636074,0.9925623,0.00018841572
Train_142,0.0035547547,0.0021380703,0.000172433,0.9941348
Train_143,0.0029882875,0.004125589,0.00022336972,0.9926628
Train_144,0.9461076,0.0038552233,0.0002970212,0.049740106
Train_145,0.0021763265,0.0022633658,0.0001601121,0.9954002
Train_146,0.9877353,0.0033737833,0.0010664456,0.007824487
Train_147,0.0016455008,0.0033142949,0.00045235766,0.9945879
Train_148,0.00032105143,0.004561673,0.9948658,0.00025151166
Train_149,0.0013431326,0.0041883527,0.00034152454,0.99412704
Train_150,0.0011017373,0.0036306693,0.00061991956,0.9946476
Train_151,0.9938839,0.001891448,0.002021114,0.0022035018
Train_152,0.0013998707,0.0028344353,0.00029140996,0.9954743
Train_153,0.0015158668,0.002378722,0.00040980408,0.9956956
Train_154,0.0033383996,0.0021654316,0.00019654808,0.99429965
Train_155,0.0013366267,0.008139537,0.0002827676,0.99024105
Train_156,0.0004151004,0.03018685,0.9683552,0.001042931
Train_157,0.0010995948,0.0030881497,0.99571353,9.875549e-05
Train_158,0.0023527048,0.0037351048,0.00018645458,0.9937257
Train_159,0.0005338687,0.029439643,0.9692664,0.0007600782
Train_160,0.0019677095,0.0028214308,0.00045089496,0.99476
Train_161,0.0018453338,0.004607834,0.00026346007,0.9932834
Train_162,0.9941596,0.0015486964,0.0010983908,0.0031933764
Train_163,0.01741684,0.0027024746,0.00010655838,0.9797741
Train_164,0.0005846399,0.0032698638,0.99591345,0.00023203433
Train_165,0.00075848185,0.007782532,0.9912926,0.00016639849
Train_166,0.0042963424,0.005251306,0.00022896689,0.9902234
Train_167,0.9959048,0.0008589491,0.0012431692,0.001993062
Train_168,0.0026991398,0.01778323,0.00096861715,0.978549
Train_169,0.0017131572,0.008377074,0.0005796042,0.9893302
Train_170,0.0012765222,0.80713373,0.18098557,0.010604145
Train_171,0.0019904017,0.0299312,0.9675191,0.00055930024
Train_172,0.001409079,0.004812127,0.00035681264,0.99342203
Train_173,0.0036723712,0.0020744565,0.00017812813,0.99407506
Train_174,0.99521416,0.0013730673,0.0008681561,0.002544625
Train_175,0.99447215,0.0015049312,0.0013142766,0.0027086015
Train_176,0.0018897479,0.008221616,0.00023170993,0.9896569
Train_177,0.0006830716,0.014075296,0.0027765394,0.9824651
Train_178,0.00041934702,0.011834019,0.98734236,0.0004043145
Train_179,0.93602693,0.014027725,0.0010037709,0.048941582
Train_180,0.03519873,0.8743888,0.054691803,0.035720687
Train_181,0.0020229153,0.120943345,0.86770594,0.009327764
Train_182,0.006901058,0.09990085,0.008630129,0.884568
Train_183,0.0006621602,0.0050937673,0.99407655,0.00016753812
Train_184,0.0002825605,0.0060843937,0.9934162,0.00021685622
Train_185,0.0034479063,0.0050550373,0.00015596303,0.9913411
Train_186,0.0015807583,0.002590495,0.00020864175,0.99562013
Train_187,0.22061962,0.020225558,0.7402019,0.018952923
Train_188,0.0020103687,0.09783543,0.89536285,0.0047913482
Train_189,0.05098816,0.17637336,0.04499838,0.7276401
Train_190,0.0022477359,0.0031705522,0.00022274868,0.99435896
Train_191,0.00093242974,0.005594064,0.0003452385,0.9931283
Train_192,0.0034754833,0.0021270313,0.0001846324,0.99421287
Train_193,0.00045523333,0.006062613,0.9932573,0.00022483047
Train_194,0.00085311366,0.0041605267,0.9949043,8.208136e-05
Train_195,0.95739764,0.0059915246,0.00049769325,0.03611314
Train_196,0.0010451806,0.015364553,0.0013847563,0.9822055
Train_197,0.0033940661,0.002569615,0.00017405325,0.9938623
Train_198,0.9938334,0.0016031723,0.0011642101,0.0033992098
Train_199,0.9890653,0.0027172165,0.0010975689,0.0071199234
Train_200,0.00363382,0.0045329174,0.00017737917,0.9916558
Train_201,0.99234045,0.00201733,0.00091512216,0.0047271
Train_202,0.008969409,0.10879955,0.876729,0.005502063
Train_203,0.0014939165,0.015808541,0.0012678438,0.9814297
Train_204,0.0010967548,0.006337387,0.0002914201,0.99227446
Train_205,0.002402176,0.008825115,0.98859394,0.00017874563
Train_206,0.0011403426,0.007447152,0.9912522,0.00016026605
Train_207,0.0017830854,0.0061759334,0.0004266961,0.99161434
Train_208,0.0002844355,0.007842008,0.9916597,0.00021385244
Train_209,0.0011687188,0.006465918,0.00057242217,0.9917929
Train_210,0.0033650124,0.0025230122,0.00017787567,0.99393415
Train_211,0.0015704852,0.0034129818,0.00030052362,0.99471605
Train_212,0.0005090735,0.0034831967,0.9957432,0.00026449253
Train_213,0.99463785,0.001277235,0.0011595774,0.0029253103
Train_214,0.0031611025,0.04785256,0.0013258812,0.94766045
Train_215,0.96151054,0.020628244,0.011475757,0.006385483
Train_216,0.0028365713,0.0024098454,0.00030833136,0.99444526
Train_217,0.002267403,0.002972178,0.00025199156,0.9945084
Train_218,0.0008430809,0.034111373,0.9642809,0.00076465023
Train_219,0.9943838,0.0014274188,0.0014124258,0.0027763485
Train_220,0.9072379,0.029387206,0.060461894,0.0029129852
Train_221,0.7740946,0.11835356,0.012013169,0.09553867
Train_222,0.004732738,0.002485015,0.00012651138,0.99265575
Train_223,0.0008695702,0.0042287437,0.9948144,8.729748e-05
Train_224,0.9900366,0.0012390413,0.00046494833,0.008259359
Train_225,0.052393716,0.016808834,0.92990434,0.0008931093
Train_226,0.00044123785,0.004780069,0.9945282,0.00025055837
Train_227,0.9940494,0.001606996,0.0014067187,0.0029369202
Train_228,0.0005833754,0.035499714,0.96220857,0.0017083704
Train_229,0.001416252,0.0026402054,0.00030150524,0.99564207
Train_230,0.0017715349,0.0030925418,0.00042080187,0.9947151
Train_231,0.003051075,0.72870886,0.0017439148,0.26649615
Train_232,0.003562546,0.002083114,0.00018921263,0.9941651
Train_233,0.000657375,0.0056200605,0.993629,9.360396e-05
Train_234,0.26706752,0.012168623,0.0039089317,0.71685493
Train_235,0.003302916,0.0021642635,0.00024607015,0.9942868
Train_236,0.0004340399,0.0066286228,0.99267185,0.00026545842
Train_237,0.019055003,0.8376859,0.13272254,0.010536596
Train_238,0.9386446,0.01605274,0.04390586,0.0013967623
Train_239,0.0009433084,0.004979028,0.0003606759,0.99371696
Train_240,0.00033558655,0.0037766236,0.9957357,0.00015207518
Train_241,0.00029687997,0.007946975,0.99154997,0.00020615394
Train_242,0.0062551755,0.005034277,0.000163072,0.98854744
Train_243,0.0039991857,0.0020241563,0.00016191875,0.99381477
Train_244,0.0004978873,0.005016112,0.9942819,0.000204085
Train_245,0.15120743,0.73768216,0.0022539466,0.108856484
Train_246,0.99508166,0.0014489339,0.00081353,0.0026558554
Train_247,0.99502575,0.0010388248,0.0009319739,0.003003512
Train_248,0.99430984,0.001177015,0.0008623696,0.0036507596
Train_249,0.97200984,0.0125978,0.0031581384,0.012234242
Train_250,0.002832539,0.063948885,0.004692577,0.92852604
Train_251,0.0012584701,0.0033428674,0.00034689007,0.99505174
Train_252,0.0058433446,0.009751186,0.00033043395,0.98407507
Train_253,0.00520011,0.0025214565,0.00010200555,0.9921764
Train_254,0.0006327726,0.010223438,0.98897624,0.00016752846
Train_255,0.005960302,0.0028079157,0.000121123405,0.9911107
Train_256,0.005046531,0.01602402,0.00067157624,0.9782579
Train_257,0.9936284,0.0016274634,0.0010631545,0.003680992
Train_258,0.002626779,0.04777352,0.0014586181,0.9481411
Train_259,0.031692747,0.044641435,0.9217404,0.0019253636
Train_260,0.0027169324,0.0028622227,0.00021246813,0.9942084
Train_261,0.9757195,0.0071527045,0.0020763474,0.015051429
Train_262,0.007414161,0.061859798,0.001761474,0.92896456
Train_263,0.9937185,0.0015265186,0.0017828966,0.0029720825
Train_264,0.99361384,0.0018755796,0.0011704518,0.0033401626
Train_265,0.99162996,0.001587395,0.00065786066,0.006124843
Train_266,0.9936806,0.0016341461,0.0010890797,0.003596164
Train_267,0.0014378389,0.0045367787,0.00019335786,0.99383205
Train_268,0.0044010566,0.0026590372,0.0001569337,0.99278295
Train_269,0.00046589697,0.0038702916,0.99555755,0.00010627573
Train_270,0.0013559173,0.0048315064,0.00020536678,0.9936072
Train_271,0.9959165,0.0008217181,0.001296053,0.001965802
Train_272,0.0077050794,0.004288957,0.00017143716,0.9878345
Train_273,0.99295413,0.002061266,0.0008884599,0.004096179
Train_274,0.0006136898,0.0032504539,0.99601865,0.0001172431
Train_275,0.0003413874,0.006003086,0.99334335,0.00031221524
Train_276,0.003156849,0.0023361738,0.00017577858,0.99433124
Train_277,0.00043678086,0.0046751346,0.9946598,0.00022837085
Train_278,0.988539,0.0035696074,0.0057406058,0.002150834
Train_279,0.00057837483,0.0036957099,0.9955503,0.00017570305
Train_280,0.0023086271,0.0025107586,0.00015350059,0.9950271
Train_281,0.02358486,0.03373946,0.0016770605,0.9409986
Train_282,0.9959236,0.0008339942,0.001205265,0.002037181
Train_283,0.0011998649,0.016009904,0.0008929131,0.9818973
Train_284,0.007924483,0.07235654,0.9175158,0.0022031607
Train_285,0.00087085797,0.00342336,0.99554515,0.00016065146
Train_286,0.00087712175,0.0045365305,0.9944465,0.00013978987
Train_287,0.9630698,0.002058797,0.00029447878,0.034576938
Train_288,0.0006704774,0.0017476961,0.99741507,0.00016677339
Train_289,0.0013300836,0.004072828,0.9945187,7.838641e-05
Train_290,0.0023290059,0.00295913,0.00024485792,0.994467
Train_291,0.99536955,0.0014301497,0.0012572956,0.0019430133
Train_292,0.036773745,0.002806671,0.00012783655,0.96029174
Train_293,0.014971802,0.008303411,0.0002373663,0.9764874
Train_294,0.0042362367,0.11212155,0.8781737,0.0054685324
Train_295,0.99450177,0.0013076041,0.0010185516,0.0031721054
Train_296,0.0017909781,0.018223671,0.0013404636,0.97864485
Train_297,0.00080931484,0.010240037,0.00059385854,0.9883568
Train_298,0.92885494,0.03987114,0.0070875348,0.024186386
Train_299,0.0006186387,0.015580481,0.98354113,0.00025977404
Train_300,0.99279815,0.0016214127,0.0006565538,0.004923926
Train_301,0.00029869305,0.011584197,0.9878071,0.00031001546
Train_302,0.00052302313,0.0054108617,0.9938723,0.00019379995
Train_303,0.2938179,0.001514857,0.00058401655,0.7040832
Train_304,0.99535096,0.0011344056,0.0012575618,0.0022570614
Train_305,0.002031575,0.003174441,0.00028514385,0.99450886
Train_306,0.00080944697,0.71979606,0.27893916,0.00045527448
Train_307,0.9781015,0.0025681537,0.00035397624,0.018976415
Train_308,0.019885303,0.14255041,0.008167194,0.8293971
Train_309,0.015418034,0.00751878,0.00021038772,0.9768528
Train_310,0.002279265,0.0023119512,0.00014726937,0.99526155
Train_311,0.9842913,0.0022383807,0.0003846496,0.013085645
Train_312,0.0069342935,0.0049345028,0.00017558305,0.98795563
Train_313,0.00053458667,0.03464486,0.9637649,0.001055643
Train_314,0.0005491638,0.0034603733,0.99569154,0.00029895327
Train_315,0.0027650585,0.002397677,0.0002312174,0.994606
Train_316,0.21500014,0.009580624,0.0007437132,0.77467555
Train_317,0.90288603,0.010358387,0.00092567905,0.08582992
Train_318,0.0019897071,0.005291171,0.9926337,8.538168e-05
Train_319,0.0031092323,0.002241638,0.00022208363,0.994427
Train_320,0.9773525,0.0092324875,0.0056483173,0.0077666747
Train_321,0.0014118949,0.010767681,0.98769933,0.00012110687
Train_322,0.00033021194,0.004822582,0.9946927,0.00015449837
Train_323,0.00039714316,0.006992953,0.9923465,0.00026336967
Train_324,0.14266597,0.018722445,0.0013947751,0.83721685
Train_325,0.0033620487,0.0022635425,0.00011525041,0.9942592
Train_326,0.0010569972,0.014704184,0.0005987046,0.9836401
Train_327,0.00051869825,0.0038722574,0.99550736,0.000101705824
Train_328,0.0004316611,0.0060810614,0.9932713,0.00021599517
Train_329,0.99081016,0.0022695449,0.0010804097,0.005839927
Train_330,0.99559754,0.0009207453,0.0009706029,0.0025111274
Train_331,0.0003538073,0.0066194828,0.9928767,0.00014999777
Train_332,0.0022483028,0.0023759578,0.00027926182,0.99509645
Train_333,0.00075356965,0.004001022,0.9950965,0.00014892119
Train_334,0.0004543824,0.004969499,0.99435437,0.00022175684
Train_335,0.7408012,0.06221715,0.0024825921,0.19449906
Train_336,0.03416545,0.76519585,0.002470388,0.1981683
Train_337,0.9952949,0.0015599594,0.0009934552,0.002151639
Train_338,0.0004063116,0.72232866,0.27667925,0.0005858045
Train_339,0.9956702,0.0009687124,0.0018077714,0.001553304
Train_340,0.00033104725,0.007737162,0.9915123,0.0004195089
Train_341,0.00087668886,0.010909525,0.9880782,0.00013561177
Train_342,0.013192766,0.086281545,0.8974813,0.0030443529
Train_343,0.0013172738,0.018923733,0.0014193836,0.97833955
Train_344,0.00025038078,0.0069393967,0.99256194,0.00024829275
Train_345,0.0004937093,0.003519343,0.99574554,0.00024140098
Train_346,0.00048578792,0.0038551118,0.99543947,0.00021961426
Train_347,0.00035581028,0.011351792,0.98782086,0.00047157344
Train_348,0.99115956,0.0028851216,0.001336224,0.004619098
Train_349,0.0015399524,0.0034249271,0.000258183,0.99477696
Train_350,0.00033039137,0.008144837,0.9913419,0.00018289377
Train_351,0.0002568258,0.0056805303,0.9937645,0.00029815524
Train_352,0.029136002,0.0037856232,0.00015218461,0.9669262
Train_353,0.001414256,0.0039230497,0.00055682583,0.9941059
Train_354,0.00080904184,0.014477037,0.0018877165,0.98282623
Train_355,0.0032925634,0.0037625039,0.00017170518,0.99277323
Train_356,0.99352366,0.0016639812,0.0010547646,0.003757599
Train_357,0.98994577,0.0027870915,0.0014275147,0.0058396743
Train_358,0.022188894,0.0079296315,0.0002929403,0.9695885
Train_359,0.9904292,0.0037017649,0.0017638068,0.004105199
Train_360,0.99556977,0.0010173325,0.0014157457,0.0019971547
Train_361,0.002430177,0.002019018,0.00016034901,0.9953904
Train_362,0.002898374,0.0023162737,0.00023384154,0.99455154
Train_363,0.0026216693,0.7094985,0.00023856918,0.28764126
Train_364,0.0052359616,0.002229262,0.00012241688,0.9924123
Train_365,0.9953261,0.0014622922,0.0009642973,0.0022473193
Train_366,0.9944733,0.0014275883,0.0014769819,0.0026221746
Train_367,0.991593,0.0023393156,0.002391387,0.0036762978
Train_368,0.00067295117,0.003641482,0.99551207,0.00017354413
Train_369,0.0020808098,0.005068991,0.99195945,0.0008907775
Train_370,0.0015386243,0.008540107,0.00057670404,0.9893446
Train_371,0.16492042,0.053397354,0.7577542,0.023928056
Train_372,0.0016179233,0.0028713853,0.00033468998,0.995176
Train_373,0.99349153,0.0018081577,0.0026433277,0.0020569607
Train_374,0.0033131794,0.0025104308,0.00018060248,0.9939958
Train_375,0.9936955,0.0017380335,0.0010609046,0.0035055208
Train_376,0.92576754,0.04076045,0.007937114,0.025534855
Train_377,0.0014451594,0.0031647081,0.0003593564,0.99503076
Train_378,0.9628211,0.017925605,0.009592442,0.009660819
Train_379,0.0023888557,0.010112615,0.0004420357,0.9870565
Train_380,0.99417627,0.0015811613,0.0014721813,0.0027704076
Train_381,0.29393208,0.0013765327,0.0008369102,0.70385444
Train_382,0.0018252993,0.0025354587,0.00016807838,0.9954712
Train_383,0.8916674,0.04435303,0.037694775,0.026284786
Train_384,0.000499791,0.003752244,0.9955062,0.00024172755
Train_385,0.00031988166,0.004466685,0.99504566,0.00016778798
Train_386,0.0003039827,0.006323218,0.9931911,0.00018168784
Train_387,0.0006143096,0.0037981512,0.9953755,0.00021202666
Train_388,0.002334617,0.0038175436,0.00025058267,0.99359727
Train_389,0.99444866,0.0014111011,0.0011540612,0.0029861347
Train_390,0.0003892056,0.011280613,0.9879297,0.00040051373
Train_391,0.005640389,0.74244636,0.25133607,0.0005771964
Train_392,0.98822534,0.0023603996,0.0005439444,0.008870345
Train_393,0.9939216,0.001218723,0.0007961022,0.004063582
Train_394,0.0005059168,0.01798856,0.9809264,0.00057915563
Train_395,0.010186512,0.7687133,0.21900548,0.0020946953
Train_396,0.70295423,0.002446264,0.00019707442,0.29440245
Train_397,0.9934739,0.0022731212,0.002013629,0.0022393572
Train_398,0.0026299744,0.0029437665,0.00021772263,0.9942086
Train_399,0.02400982,0.87332845,0.02391878,0.07874295
Train_400,0.0015167987,0.0025556907,0.00022997496,0.9956975
Train_401,0.001390579,0.00274616,0.00026275375,0.99560046
Train_402,0.0006213804,0.0018771766,0.99737656,0.00012490466
Train_403,0.0006029797,0.0018487229,0.9974215,0.00012680648
Train_404,0.9953146,0.0015194899,0.0009844938,0.0021813805
Train_405,0.9896909,0.0036143993,0.0021075099,0.0045872116
Train_406,0.9943882,0.0013363161,0.0010977973,0.0031776696
Train_407,0.9725877,0.0030913837,0.0003664916,0.023954468
Train_408,0.0006046386,0.001834868,0.99742067,0.0001398653
Train_409,0.0032848662,0.0021777046,0.00025612445,0.9942813
Train_410,0.00034361656,0.0037974976,0.99571514,0.0001437092
Train_411,0.00030142805,0.014929782,0.98434985,0.00041895206
Train_412,0.9049968,0.058358714,0.014071356,0.022573145
Train_413,0.0004630842,0.008794262,0.9904672,0.00027545518
Train_414,0.002768416,0.0028497716,0.0002090164,0.9941728
Train_415,0.9943498,0.001426005,0.001500358,0.0027238564
Train_416,0.0028287454,0.007664958,0.98941654,8.977295e-05
Train_417,0.99009883,0.0022818658,0.0005414028,0.0070779435
Train_418,0.06149728,0.755631,0.18088317,0.0019885595
Train_419,0.0035654658,0.0033791743,0.00014199663,0.99291337
Train_420,0.9937,0.0015979271,0.0010745658,0.0036274325
Train_421,0.9939141,0.0014446967,0.00082050514,0.0038207122
Train_422,0.0003331264,0.005472817,0.9940337,0.00016040538
Train_423,0.0011077945,0.003992049,0.0002657268,0.99463445
Train_424,0.002102262,0.0024746521,0.00028079373,0.9951423
Train_425,0.99477816,0.0021015224,0.0016144954,0.0015058358
Train_426,0.00062919065,0.0020113157,0.99725723,0.00010223478
Train_427,0.99589443,0.0008715813,0.0014963382,0.0017376376
Train_428,0.1513051,0.8012397,0.024482789,0.02297236
Train_429,0.003850004,0.098871246,0.009170391,0.8881084
Train_430,0.8630794,0.08928719,0.016091209,0.031542186
Train_431,0.0029237093,0.002315455,0.0002334951,0.99452734
Train_432,0.9702021,0.0041241352,0.0004301314,0.025243582
Train_433,0.995175,0.0013782327,0.00084740535,0.0025993544
Train_434,0.0009802587,0.0029357362,0.99592584,0.0001581383
Train_435,0.0004815483,0.005593098,0.9937401,0.00018528374
Train_436,0.0021769663,0.78991,0.011164863,0.19674814
Train_437,0.0019342547,0.0020765471,0.00019552567,0.9957937
Train_438,0.99343,0.0015935593,0.001956337,0.0030201
Train_439,0.98717254,0.0025109076,0.00047612062,0.009840433
Train_440,0.024179945,0.09836717,0.8748398,0.002613116
Train_441,0.0020144468,0.04531414,0.95155835,0.0011129935
Train_442,0.002318968,0.015352286,0.00069579226,0.98163295
Train_443,0.9933688,0.0023186586,0.0022549392,0.0020575938
Train_444,0.9910815,0.002038399,0.00086556637,0.006014512
Train_445,0.00067084713,0.0018134057,0.9973568,0.00015895831
Train_446,0.9568219,0.008018854,0.00097108766,0.034188095
Train_447,0.00055574864,0.015917718,0.9830396,0.0004869118
Train_448,0.99522424,0.0014836427,0.0008948458,0.0023972702
Train_449,0.05780512,0.13124801,0.013251332,0.7976955
